Contig	Window	GC	Depth	NumMasked	RESites
chr2	13550000-13600000	39.96	244.86	4278	172
chr2	13600000-13650000	40.66	231.37	4533	217
chr2	13650000-13700000	43.11	280.58	226	264
chr2	13700000-13750000	42.56	280.17	628	213
chr2	13750000-13800000	41.87	258.63	3779	219
chr2	13800000-13850000	41.76	250.62	1836	222
chr2	13850000-13900000	39.97	268.39	3694	188
chr2	13900000-13950000	42.63	253.36	7018	238
chr2	13950000-14000000	43.61	256.91	2884	254
chr2	14000000-14050000	40.36	238.49	4834	196
chr2	14050000-14100000	41.29	260.54	3603	232
chr2	14100000-14150000	42.24	172.45	3312	184
chr2	14150000-14200000	39.61	195.58	5204	182
chr2	14200000-14250000	42.57	251.62	5686	216
chr2	14250000-14300000	43.12	278.92	2371	170
chr2	14300000-14350000	41.84	274.07	2748	181
chr2	14350000-14400000	39.67	228.00	11940	199
chr2	14400000-14450000	41.93	275.95	1800	236
chr2	14450000-14500000	41.15	172.60	2570	251
chr2	14500000-14550000	42.37	221.90	2246	250
chr2	14550000-14600000	43.28	221.69	2678	193
chr2	14600000-14650000	42.72	252.81	6684	157
chr2	14650000-14700000	41.96	275.36	1688	246
chr2	14700000-14750000	41.72	253.06	3008	219
chr2	14750000-14800000	42.41	251.42	9651	210
chr2	14800000-14850000	41.59	256.95	6831	215
chr2	14850000-14900000	41.00	242.42	10543	186
chr2	14900000-14950000	38.72	222.38	13405	178
chr2	14950000-15000000	40.79	249.13	7081	180
chr2	15000000-15050000	42.42	271.89	3291	212
chr2	15050000-15100000	42.15	253.56	4461	241
chr2	15100000-15150000	43.07	271.31	2766	255
chr2	15150000-15200000	40.76	233.89	7265	156
chr2	15200000-15250000	40.49	227.39	3665	198
chr2	15250000-15300000	42.31	286.49	5604	252
chr2	15300000-15350000	42.52	277.51	3881	217
chr2	15350000-15400000	42.25	287.27	10814	219
chr2	15400000-15450000	41.53	259.59	2976	224
chr2	15450000-15500000	42.30	260.39	6975	218
chr2	15500000-15550000	39.75	247.94	10614	196
chr2	15550000-15600000	37.40	160.30	20721	169
chr2	15600000-15650000	37.63	231.85	13306	182
chr2	15650000-15700000	37.56	220.36	10185	134
chr2	15700000-15750000	38.15	244.24	18060	138
chr2	15750000-15800000	37.96	241.31	20913	148
chr2	15800000-15850000	38.82	260.22	18120	162
chr2	15850000-15900000	37.27	241.03	11665	173
chr2	15900000-15950000	43.45	281.61	6006	200
chr2	15950000-16000000	42.26	273.16	11587	163
chr2	16000000-16050000	41.83	263.99	16379	230
chr2	16050000-16100000	35.06	231.04	43266	145
chr2	16100000-16150000	34.65	266.17	46387	139
chr2	16150000-16158756	42.23	127.50	8749	7
PAR	0-50000	37.24	150.26	42333	142
PAR	50000-100000	40.29	808.33	23909	223
PAR	100000-150000	45.04	1165.61	16347	198
PAR	150000-200000	39.64	221.37	15548	197
PAR	200000-250000	40.38	232.31	7526	209
PAR	250000-300000	42.58	283.15	7008	217
PAR	300000-350000	41.22	266.04	4736	218
PAR	350000-400000	42.06	243.39	10163	182
PAR	400000-450000	42.37	278.63	16079	227
PAR	450000-500000	40.03	213.66	3649	194
PAR	500000-550000	39.68	156.86	3820	187
PAR	550000-600000	39.53	193.96	16939	212
PAR	600000-650000	39.30	226.21	9434	224
PAR	650000-700000	38.22	211.25	7174	155
PAR	700000-750000	41.02	217.89	5963	255
PAR	750000-800000	38.61	212.27	10714	161
PAR	800000-850000	40.95	211.67	4842	212
PAR	850000-900000	39.94	244.63	3602	204
PAR	900000-950000	38.73	232.94	3842	191
PAR	950000-1000000	38.65	228.82	6852	205
PAR	1000000-1050000	39.53	246.00	7214	185
PAR	1050000-1100000	39.59	238.25	2066	203
PAR	1100000-1150000	40.46	240.59	4395	198
PAR	1150000-1200000	40.29	254.67	10461	205
PAR	1200000-1250000	39.90	267.40	9967	208
PAR	1250000-1300000	39.66	255.42	3849	191
PAR	1300000-1350000	39.89	261.73	6965	173
PAR	1350000-1400000	40.88	284.32	6814	220
PAR	1400000-1450000	39.01	262.71	12193	190
PAR	1450000-1500000	40.20	262.00	6065	171
PAR	1500000-1550000	39.31	257.45	2311	191
PAR	1550000-1600000	39.24	262.75	4083	188
PAR	1600000-1650000	39.85	259.31	4171	209
PAR	1650000-1700000	40.53	272.43	3425	208
PAR	1700000-1750000	38.25	261.19	2824	213
PAR	1750000-1800000	39.99	254.66	1666	208
PAR	1800000-1850000	41.45	275.12	9888	216
PAR	1850000-1900000	39.72	252.48	14433	216
PAR	1900000-1950000	40.28	257.47	4034	200
PAR	1950000-2000000	39.32	236.41	6838	174
PAR	2000000-2050000	41.98	237.84	10282	230
PAR	2050000-2100000	40.50	231.15	2997	238
PAR	2100000-2150000	39.65	249.50	5413	186
PAR	2150000-2200000	40.53	267.62	4595	185
PAR	2200000-2250000	38.91	255.54	4026	173
PAR	2250000-2300000	39.71	267.88	5979	211
PAR	2300000-2350000	39.11	254.80	5488	184
PAR	2350000-2400000	39.15	240.99	6014	199
PAR	2400000-2450000	40.54	241.88	10268	204
PAR	2450000-2500000	40.99	279.66	4930	236
PAR	2500000-2550000	40.19	270.30	2883	215
PAR	2550000-2600000	39.17	256.74	2953	186
PAR	2600000-2650000	39.98	244.37	3162	189
PAR	2650000-2700000	38.93	240.81	2096	193
PAR	2700000-2750000	39.94	255.95	4775	224
PAR	2750000-2800000	40.24	239.32	8162	206
PAR	2800000-2850000	40.08	235.30	6543	186
PAR	2850000-2900000	41.44	259.73	3117	218
PAR	2900000-2950000	39.79	241.23	3942	164
PAR	2950000-3000000	38.46	238.93	2726	161
PAR	3000000-3050000	39.88	245.44	2753	211
PAR	3050000-3100000	42.18	257.37	7553	187
PAR	3100000-3150000	40.20	237.32	7720	182
PAR	3150000-3200000	37.50	223.80	5144	168
PAR	3200000-3250000	41.49	262.46	2266	181
PAR	3250000-3300000	40.80	249.39	2211	218
PAR	3300000-3350000	41.44	199.48	9045	213
PAR	3350000-3400000	38.99	245.33	3345	173
PAR	3400000-3450000	40.70	271.76	2543	212
PAR	3450000-3500000	40.41	268.59	5059	208
PAR	3500000-3550000	39.71	247.23	2608	215
PAR	3550000-3600000	39.84	246.41	4291	222
PAR	3600000-3650000	39.31	230.89	4335	181
PAR	3650000-3700000	39.44	226.59	3624	229
PAR	3700000-3750000	40.20	249.97	2317	199
PAR	3750000-3800000	40.23	243.21	3901	197
PAR	3800000-3850000	39.26	223.33	9372	200
PAR	3850000-3900000	38.31	243.15	5483	169
PAR	3900000-3950000	42.88	255.62	7167	261
PAR	3950000-4000000	38.58	224.78	4818	165
PAR	4000000-4050000	39.15	248.15	4750	276
PAR	4050000-4100000	41.16	235.66	6308	211
PAR	4100000-4150000	40.04	250.52	3406	248
PAR	4150000-4200000	39.98	212.26	11093	189
PAR	4200000-4250000	39.62	244.41	2550	200
PAR	4250000-4300000	37.28	212.61	7100	159
PAR	4300000-4350000	40.04	203.75	10112	176
PAR	4350000-4400000	40.76	234.35	12375	204
PAR	4400000-4450000	40.31	244.85	6260	216
PAR	4450000-4500000	38.20	219.70	10158	165
PAR	4500000-4550000	40.59	251.44	4173	214
PAR	4550000-4600000	40.93	243.69	6982	212
PAR	4600000-4650000	42.10	227.78	13210	212
PAR	4650000-4700000	40.59	294.66	5138	232
PAR	4700000-4750000	40.32	252.60	2264	181
PAR	4750000-4800000	40.52	233.93	16835	227
PAR	4800000-4850000	40.72	233.77	7543	232
PAR	4850000-4900000	40.21	233.58	6424	195
PAR	4900000-4950000	40.68	243.74	12774	193
PAR	4950000-5000000	40.85	196.96	2687	209
PAR	5000000-5050000	41.64	242.47	2569	203
PAR	5050000-5100000	41.85	263.53	3906	261
PAR	5100000-5150000	40.53	239.07	6107	196
PAR	5150000-5200000	40.55	253.38	5498	228
PAR	5200000-5250000	39.08	230.44	3872	162
PAR	5250000-5300000	38.00	199.17	7710	163
PAR	5300000-5350000	38.87	233.25	8805	185
PAR	5350000-5400000	40.21	207.75	8962	171
PAR	5400000-5450000	38.69	257.82	11317	184
PAR	5450000-5500000	38.70	292.40	20838	178
PAR	5500000-5550000	39.10	274.05	15468	164
PAR	5550000-5600000	40.88	258.19	12774	181
PAR	5600000-5650000	38.34	219.82	11473	152
PAR	5650000-5700000	41.67	218.77	23067	179
PAR	5700000-5750000	40.31	267.76	20605	192
PAR	5750000-5800000	38.76	225.73	9991	160
PAR	5800000-5850000	40.40	235.35	7920	214
PAR	5850000-5900000	42.33	177.29	14694	197
PAR	5900000-5950000	40.62	262.58	9548	198
PAR	5950000-6000000	41.28	202.34	7626	199
PAR	6000000-6050000	44.43	229.88	9255	209
PAR	6050000-6100000	43.56	296.65	13209	229
PAR	6100000-6150000	44.81	254.41	14406	207
PAR	6150000-6200000	43.31	305.84	5350	233
PAR	6200000-6250000	41.72	274.84	1153	229
PAR	6250000-6300000	42.96	271.64	16570	201
PAR	6300000-6350000	41.37	285.09	5145	200
PAR	6350000-6400000	40.73	292.04	5896	191
PAR	6400000-6450000	45.53	315.39	1936	276
PAR	6450000-6500000	42.18	267.57	9479	220
PAR	6500000-6550000	42.98	288.22	2392	253
PAR	6550000-6600000	40.90	278.57	4798	165
PAR	6600000-6650000	43.63	281.84	3119	238
PAR	6650000-6700000	42.62	280.40	5336	208
PAR	6700000-6750000	40.70	270.59	3400	214
PAR	6750000-6800000	41.72	267.49	2709	234
PAR	6800000-6850000	41.75	273.85	6187	197
PAR	6850000-6900000	42.22	266.34	1332	241
PAR	6900000-6950000	40.65	287.54	6808	180
PAR	6950000-7000000	42.86	294.60	2560	207
PAR	7000000-7050000	43.45	292.75	3412	189
PAR	7050000-7100000	42.91	283.83	3773	193
PAR	7100000-7150000	41.77	264.89	8662	196
PAR	7150000-7200000	42.82	266.48	7337	226
PAR	7200000-7250000	47.01	306.54	5304	299
PAR	7250000-7300000	41.94	264.90	3746	233
PAR	7300000-7350000	41.16	228.79	4319	240
PAR	7350000-7400000	42.43	237.93	7701	247
PAR	7400000-7450000	41.47	251.30	3543	189
PAR	7450000-7500000	40.77	247.40	7703	208
PAR	7500000-7550000	41.21	247.49	4351	196
PAR	7550000-7600000	42.59	274.47	3884	240
PAR	7600000-7650000	42.21	271.17	3457	207
PAR	7650000-7700000	41.53	248.35	8048	203
PAR	7700000-7750000	39.36	234.49	7240	156
PAR	7750000-7800000	41.44	258.11	5238	215
PAR	7800000-7850000	42.60	279.46	1922	227
PAR	7850000-7900000	41.71	256.81	3554	183
PAR	7900000-7950000	41.24	266.52	2665	215
PAR	7950000-8000000	42.81	259.01	4963	220
PAR	8000000-8050000	43.29	228.19	9475	193
PAR	8050000-8100000	42.52	258.66	2489	243
PAR	8100000-8150000	39.95	257.71	5907	177
PAR	8150000-8200000	43.27	258.86	2949	210
PAR	8200000-8250000	40.55	262.15	6511	211
PAR	8250000-8300000	40.54	215.88	8570	191
PAR	8300000-8350000	39.84	235.76	3075	200
PAR	8350000-8400000	42.19	245.53	4336	188
PAR	8400000-8450000	44.21	261.96	9332	202
PAR	8450000-8500000	43.82	275.58	4326	221
PAR	8500000-8550000	42.97	257.79	11951	208
PAR	8550000-8600000	40.84	248.58	2312	192
PAR	8600000-8650000	41.53	262.88	2094	234
PAR	8650000-8700000	43.84	263.48	7580	225
PAR	8700000-8750000	46.14	283.20	8782	233
PAR	8750000-8800000	40.61	257.97	4564	217
PAR	8800000-8850000	42.78	271.89	1097	252
PAR	8850000-8900000	41.31	259.40	8862	212
PAR	8900000-8950000	41.54	276.83	2687	228
PAR	8950000-9000000	42.49	274.89	4667	216
PAR	9000000-9050000	41.94	271.37	5032	250
PAR	9050000-9100000	41.05	261.96	5594	215
PAR	9100000-9150000	40.36	241.70	9730	196
PAR	9150000-9200000	42.72	263.45	2794	248
PAR	9200000-9250000	41.37	254.96	1603	186
PAR	9250000-9300000	41.71	261.58	1865	217
PAR	9300000-9350000	42.91	265.19	3681	209
PAR	9350000-9400000	41.27	243.39	2870	225
PAR	9400000-9450000	40.05	240.13	3088	181
PAR	9450000-9500000	41.77	273.79	3369	212
PAR	9500000-9550000	41.62	271.82	621	245
PAR	9550000-9600000	40.61	274.05	5856	183
PAR	9600000-9650000	40.54	269.34	1865	222
PAR	9650000-9700000	40.18	261.28	2542	218
PAR	9700000-9750000	40.82	243.39	4996	185
PAR	9750000-9800000	42.36	269.87	3919	227
PAR	9800000-9850000	42.06	274.55	2355	225
PAR	9850000-9900000	41.66	254.98	1787	218
PAR	9900000-9950000	40.66	257.43	1168	209
PAR	9950000-10000000	40.67	258.07	5111	206
PAR	10000000-10050000	41.14	263.12	1067	201
PAR	10050000-10100000	40.84	248.18	4641	202
PAR	10100000-10150000	43.59	240.54	4270	201
PAR	10150000-10200000	41.61	264.34	2138	235
PAR	10200000-10250000	42.75	261.55	3255	238
PAR	10250000-10300000	40.59	258.86	5799	215
PAR	10300000-10350000	41.17	268.29	609	192
PAR	10350000-10400000	41.31	262.81	1495	213
PAR	10400000-10450000	42.38	274.27	1982	218
PAR	10450000-10500000	41.31	264.85	2908	245
PAR	10500000-10550000	41.12	256.26	3372	205
PAR	10550000-10600000	41.61	256.74	1743	215
PAR	10600000-10650000	41.80	267.01	3008	199
PAR	10650000-10700000	42.99	281.99	1296	232
PAR	10700000-10750000	42.29	284.65	809	236
PAR	10750000-10800000	41.66	268.01	718	221
PAR	10800000-10850000	41.63	190.82	2382	189
PAR	10850000-10900000	41.23	230.61	3719	271
PAR	10900000-10950000	40.57	259.26	2877	212
PAR	10950000-11000000	42.63	245.09	3357	219
PAR	11000000-11050000	40.75	251.76	1411	176
PAR	11050000-11100000	40.25	256.17	1575	176
PAR	11100000-11150000	41.61	285.90	977	221
PAR	11150000-11200000	42.31	289.06	1541	264
PAR	11200000-11250000	40.40	269.31	5214	211
PAR	11250000-11300000	41.03	262.67	1105	197
PAR	11300000-11350000	38.95	236.56	3515	194
PAR	11350000-11400000	41.09	265.66	1416	225
PAR	11400000-11450000	41.50	273.02	2256	207
PAR	11450000-11500000	42.15	237.28	13250	221
PAR	11500000-11550000	40.29	242.01	3169	188
PAR	11550000-11600000	40.24	261.00	3923	220
PAR	11600000-11650000	43.32	250.51	9261	196
PAR	11650000-11700000	40.79	267.84	2481	223
PAR	11700000-11750000	40.93	249.59	2548	183
PAR	11750000-11800000	41.39	247.96	4180	216
PAR	11800000-11850000	42.18	263.62	4589	246
PAR	11850000-11900000	40.05	250.69	4493	181
PAR	11900000-11950000	41.50	264.64	1796	209
PAR	11950000-12000000	43.46	252.68	7012	221
PAR	12000000-12050000	41.75	267.67	2529	213
PAR	12050000-12100000	41.34	239.95	12811	192
PAR	12100000-12150000	41.37	255.33	2201	213
PAR	12150000-12200000	42.45	239.70	5234	175
PAR	12200000-12250000	42.71	234.88	409	183
PAR	12250000-12300000	41.76	264.53	2283	215
PAR	12300000-12350000	40.23	242.46	4458	182
PAR	12350000-12400000	39.23	148.30	382	168
PAR	12400000-12450000	40.63	235.37	5557	175
PAR	12450000-12500000	40.76	245.01	6623	216
PAR	12500000-12550000	41.86	274.00	1525	248
PAR	12550000-12600000	41.36	262.93	3860	221
PAR	12600000-12650000	41.09	264.71	2122	216
PAR	12650000-12700000	41.68	257.69	4644	207
PAR	12700000-12750000	40.96	249.44	3892	232
PAR	12750000-12800000	43.23	233.72	1925	206
PAR	12800000-12850000	41.58	268.46	1424	248
PAR	12850000-12900000	42.11	226.47	3407	239
PAR	12900000-12950000	41.52	254.97	1578	228
PAR	12950000-13000000	40.71	251.53	1278	212
PAR	13000000-13050000	42.72	270.62	3847	199
PAR	13050000-13100000	40.98	258.79	4389	175
PAR	13100000-13150000	40.91	247.24	6353	187
PAR	13150000-13200000	42.73	234.68	4349	227
PAR	13200000-13250000	41.45	252.41	5501	202
PAR	13250000-13300000	41.16	175.01	3251	211
PAR	13300000-13350000	44.30	151.30	5393	219
PAR	13350000-13400000	42.46	165.90	6474	222
PAR	13400000-13450000	43.69	258.80	7612	204
PAR	13450000-13500000	41.32	282.53	4966	259
PAR	13500000-13550000	41.85	281.54	1448	225
PAR	13550000-13600000	41.38	274.99	1756	253
PAR	13600000-13650000	41.63	297.74	148	222
PAR	13650000-13700000	41.07	262.58	1781	229
PAR	13700000-13750000	41.67	262.58	8902	222
PAR	13750000-13800000	40.22	160.22	7839	188
PAR	13800000-13850000	41.58	200.48	2553	206
PAR	13850000-13900000	42.05	268.22	3333	240
PAR	13900000-13950000	41.81	211.68	10230	249
PAR	13950000-14000000	40.92	137.69	2125	247
PAR	14000000-14050000	41.98	233.32	2821	212
PAR	14050000-14100000	41.45	261.90	1019	216
PAR	14100000-14150000	40.78	254.77	4745	186
PAR	14150000-14200000	40.26	253.15	2975	188
PAR	14200000-14250000	41.93	266.07	1470	219
PAR	14250000-14300000	42.90	263.66	6739	246
PAR	14300000-14350000	41.36	260.49	3214	243
PAR	14350000-14400000	41.47	266.86	4429	248
PAR	14400000-14450000	41.53	254.01	9644	230
PAR	14450000-14500000	41.38	257.28	5891	222
PAR	14500000-14550000	40.75	235.68	3710	200
PAR	14550000-14600000	41.40	255.92	10972	235
PAR	14600000-14650000	39.97	249.01	4064	179
PAR	14650000-14700000	41.35	452.79	2547	218
PAR	14700000-14750000	40.38	448.79	8148	240
PAR	14750000-14800000	41.68	225.06	18492	198
PAR	14800000-14850000	39.59	230.84	10739	196
PAR	14850000-14900000	40.09	233.47	11436	210
PAR	14900000-14950000	41.49	254.52	2141	205
PAR	14950000-15000000	41.93	247.69	1355	197
PAR	15000000-15050000	41.43	176.86	1986	197
PAR	15050000-15100000	40.60	262.02	3830	211
PAR	15100000-15150000	40.88	255.46	3061	211
PAR	15150000-15200000	39.98	232.33	6690	188
PAR	15200000-15250000	42.27	265.91	1213	230
PAR	15250000-15300000	41.47	253.47	3999	224
PAR	15300000-15350000	42.99	248.68	9199	195
PAR	15350000-15400000	39.92	253.41	7065	210
PAR	15400000-15450000	37.63	220.66	9218	169
PAR	15450000-15500000	38.64	215.80	13708	182
PAR	15500000-15550000	40.93	215.26	5617	227
PAR	15550000-15600000	42.10	230.78	6659	188
PAR	15600000-15650000	39.43	228.04	9113	175
PAR	15650000-15700000	41.81	246.33	6977	177
PAR	15700000-15750000	42.03	263.49	2216	220
PAR	15750000-15800000	42.28	273.48	6985	222
PAR	15800000-15850000	40.33	248.39	9598	211
PAR	15850000-15900000	43.56	246.57	4040	240
PAR	15900000-15950000	41.20	258.52	2828	192
PAR	15950000-16000000	43.36	273.07	3850	228
PAR	16000000-16050000	44.18	258.29	8515	225
PAR	16050000-16100000	43.92	256.03	7428	189
PAR	16100000-16150000	39.24	213.55	20133	166
PAR	16150000-16200000	40.56	124.73	2535	193
PAR	16200000-16250000	41.01	193.14	19752	154
PAR	16250000-16300000	39.86	204.08	19258	183
PAR	16300000-16350000	41.85	244.00	9045	204
PAR	16350000-16400000	39.61	191.77	7947	188
PAR	16400000-16450000	40.83	247.46	10147	213
PAR	16450000-16500000	39.58	218.42	11136	165
PAR	16500000-16550000	39.90	216.30	13324	183
PAR	16550000-16600000	41.73	238.16	20032	196
PAR	16600000-16650000	41.88	279.19	3143	264
PAR	16650000-16700000	42.35	266.87	6448	208
PAR	16700000-16750000	41.46	230.63	8976	220
PAR	16750000-16800000	42.29	245.88	8285	218
PAR	16800000-16850000	42.42	248.36	7539	187
PAR	16850000-16900000	41.79	263.39	8704	183
PAR	16900000-16950000	42.14	268.14	8027	212
PAR	16950000-17000000	39.90	161.88	1809	209
PAR	17000000-17050000	39.69	136.20	3364	199
PAR	17050000-17092476	42.02	258.56	4879	188
XSR	0-50000	45.97	154.95	825	230
XSR	50000-100000	45.99	147.61	8360	219
XSR	100000-150000	43.68	138.41	8276	207
XSR	150000-200000	41.07	130.15	7855	161
XSR	200000-250000	41.53	134.68	13791	144
XSR	250000-300000	42.12	138.18	7424	220
XSR	300000-350000	45.70	153.77	2512	230
XSR	350000-400000	44.11	142.62	8035	200
XSR	400000-450000	42.41	144.16	17905	159
XSR	450000-500000	42.71	146.10	12883	195
XSR	500000-550000	42.26	141.32	14129	185
XSR	550000-600000	44.86	146.60	6376	219
XSR	600000-650000	45.21	157.38	10857	194
XSR	650000-700000	43.02	161.70	7197	184
XSR	700000-750000	42.84	137.40	9424	200
XSR	750000-800000	42.80	133.52	6081	199
XSR	800000-850000	43.50	138.71	5419	215
XSR	850000-900000	43.61	130.91	10285	211
XSR	900000-950000	43.51	156.41	5026	242
XSR	950000-1000000	44.12	144.83	7957	176
XSR	1000000-1050000	42.86	135.12	6476	161
XSR	1050000-1100000	42.16	138.67	7254	171
XSR	1100000-1150000	42.90	132.35	1842	206
XSR	1150000-1200000	42.41	143.11	6976	181
XSR	1200000-1250000	42.62	138.43	1302	211
XSR	1250000-1300000	43.91	142.38	8800	193
XSR	1300000-1350000	41.60	151.00	6262	217
XSR	1350000-1400000	42.99	149.67	2816	207
XSR	1400000-1450000	41.48	139.48	5466	189
XSR	1450000-1500000	43.40	148.66	1195	214
XSR	1500000-1550000	42.89	147.03	3051	235
XSR	1550000-1600000	44.68	204.03	11394	219
XSR	1600000-1650000	41.83	140.94	5751	201
XSR	1650000-1700000	42.22	138.34	5014	188
XSR	1700000-1750000	41.63	131.93	4561	193
XSR	1750000-1800000	42.05	138.44	3223	187
XSR	1800000-1850000	42.86	160.66	3627	200
XSR	1850000-1900000	42.00	140.46	1333	219
XSR	1900000-1950000	44.16	143.42	1328	194
XSR	1950000-2000000	42.99	138.12	1367	185
XSR	2000000-2050000	42.37	140.16	149	206
XSR	2050000-2100000	41.54	142.51	1481	204
XSR	2100000-2150000	43.37	138.92	3166	254
XSR	2150000-2200000	42.11	151.86	7277	194
XSR	2200000-2250000	41.60	141.05	2412	202
XSR	2250000-2300000	43.76	148.46	5953	205
XSR	2300000-2350000	42.20	143.84	1329	229
XSR	2350000-2400000	41.11	157.45	3440	193
XSR	2400000-2450000	43.70	140.19	1584	210
XSR	2450000-2500000	43.43	138.03	7739	188
XSR	2500000-2550000	44.31	145.75	1590	255
XSR	2550000-2600000	42.95	161.71	10806	194
XSR	2600000-2650000	42.73	140.58	2402	247
XSR	2650000-2700000	41.98	155.04	3090	187
XSR	2700000-2750000	42.83	138.92	3760	217
XSR	2750000-2800000	40.65	143.32	12380	202
XSR	2800000-2850000	42.38	135.61	2899	185
XSR	2850000-2900000	42.27	138.13	3522	174
XSR	2900000-2950000	44.09	157.54	7730	213
XSR	2950000-3000000	42.40	141.81	3079	190
XSR	3000000-3050000	40.86	134.36	1143	186
XSR	3050000-3100000	43.87	141.75	1715	261
XSR	3100000-3150000	41.28	140.95	1877	203
XSR	3150000-3200000	43.32	150.52	1385	223
XSR	3200000-3250000	43.12	139.13	3056	219
XSR	3250000-3300000	38.14	131.50	10147	145
XSR	3300000-3350000	41.84	142.90	2525	207
XSR	3350000-3400000	41.48	129.20	3017	195
XSR	3400000-3450000	41.50	135.59	1902	197
XSR	3450000-3500000	41.40	135.68	1224	195
XSR	3500000-3550000	41.97	130.01	58	223
XSR	3550000-3600000	42.34	135.87	1469	208
XSR	3600000-3650000	42.33	128.30	2569	217
XSR	3650000-3700000	41.92	135.81	2238	198
XSR	3700000-3750000	42.79	142.18	4260	233
XSR	3750000-3800000	40.99	138.86	4464	225
XSR	3800000-3850000	41.55	141.50	1141	207
XSR	3850000-3900000	41.52	144.41	3494	182
XSR	3900000-3950000	41.19	143.06	4009	176
XSR	3950000-4000000	42.14	133.04	1142	185
XSR	4000000-4050000	41.15	139.01	1634	185
XSR	4050000-4100000	41.88	144.88	2661	192
XSR	4100000-4150000	41.75	143.95	2315	212
XSR	4150000-4200000	42.38	149.54	7306	202
XSR	4200000-4250000	41.32	135.22	887	204
XSR	4250000-4300000	42.17	147.63	2032	202
XSR	4300000-4350000	42.23	139.87	2218	233
XSR	4350000-4400000	41.90	142.46	2463	170
XSR	4400000-4450000	42.49	144.11	939	230
XSR	4450000-4500000	41.51	141.48	1773	223
XSR	4500000-4550000	41.51	139.51	2655	212
XSR	4550000-4600000	43.21	142.77	970	191
XSR	4600000-4650000	41.96	152.30	2046	202
XSR	4650000-4700000	43.16	148.66	8082	189
XSR	4700000-4750000	41.64	143.51	1754	195
XSR	4750000-4800000	41.85	138.96	681	218
XSR	4800000-4850000	41.68	128.24	4210	197
XSR	4850000-4900000	41.54	144.57	746	234
XSR	4900000-4950000	41.32	143.04	4554	192
XSR	4950000-5000000	40.69	126.00	3866	176
XSR	5000000-5050000	40.03	132.87	4463	181
XSR	5050000-5100000	41.56	169.76	9786	200
XSR	5100000-5150000	42.11	145.10	1013	205
XSR	5150000-5200000	41.89	143.65	1192	182
XSR	5200000-5250000	42.97	137.07	1885	197
XSR	5250000-5300000	42.88	138.81	6102	193
XSR	5300000-5350000	42.74	140.45	4209	231
XSR	5350000-5400000	42.50	142.77	4147	198
XSR	5400000-5450000	41.57	136.91	3028	193
XSR	5450000-5500000	42.44	142.30	2792	218
XSR	5500000-5550000	42.22	141.58	4182	206
XSR	5550000-5600000	41.95	139.50	4029	200
XSR	5600000-5650000	41.99	138.22	2178	184
XSR	5650000-5700000	41.42	133.88	4895	156
XSR	5700000-5750000	41.27	136.83	2081	229
XSR	5750000-5800000	42.64	139.41	3764	208
XSR	5800000-5850000	41.99	128.71	1637	250
XSR	5850000-5900000	42.79	137.73	2087	231
XSR	5900000-5950000	41.62	136.28	621	191
XSR	5950000-6000000	42.02	148.56	1818	236
XSR	6000000-6050000	41.84	136.62	1472	197
XSR	6050000-6100000	41.88	136.12	532	191
XSR	6100000-6150000	42.42	139.50	1600	182
XSR	6150000-6200000	40.27	123.07	3583	175
XSR	6200000-6250000	41.73	141.16	528	222
XSR	6250000-6300000	41.78	147.08	1536	209
XSR	6300000-6350000	43.13	138.38	1987	207
XSR	6350000-6400000	42.46	142.21	170	185
XSR	6400000-6450000	42.64	148.83	3932	202
XSR	6450000-6500000	42.38	147.29	4133	223
XSR	6500000-6550000	41.08	139.47	2504	162
XSR	6550000-6600000	41.73	130.37	400	198
XSR	6600000-6650000	41.93	139.33	2462	219
XSR	6650000-6700000	40.96	140.49	2513	216
XSR	6700000-6750000	40.22	133.60	2156	204
XSR	6750000-6800000	41.46	137.17	1089	232
XSR	6800000-6850000	41.08	148.58	724	204
XSR	6850000-6900000	42.32	141.06	768	199
XSR	6900000-6950000	41.43	131.91	85	198
XSR	6950000-7000000	42.28	135.35	798	185
XSR	7000000-7050000	41.12	124.20	2986	197
XSR	7050000-7100000	41.10	128.01	1305	174
XSR	7100000-7150000	41.13	142.62	2709	193
XSR	7150000-7200000	42.11	140.16	2741	217
XSR	7200000-7250000	40.89	133.88	3977	181
XSR	7250000-7300000	41.26	143.03	917	206
XSR	7300000-7350000	41.47	141.22	4164	191
XSR	7350000-7400000	41.25	138.22	3284	215
XSR	7400000-7450000	43.12	145.64	853	244
XSR	7450000-7500000	40.03	120.43	1301	228
XSR	7500000-7550000	40.79	129.23	2467	201
XSR	7550000-7600000	41.94	141.18	1918	220
XSR	7600000-7650000	43.33	144.72	4997	188
XSR	7650000-7700000	41.19	145.84	1145	207
XSR	7700000-7750000	40.72	134.39	157	231
XSR	7750000-7800000	40.88	140.82	2125	199
XSR	7800000-7850000	41.85	137.84	2796	235
XSR	7850000-7900000	41.12	133.04	1279	215
XSR	7900000-7950000	41.69	136.13	1361	202
XSR	7950000-8000000	41.44	132.95	3638	194
XSR	8000000-8050000	41.52	142.81	1034	198
XSR	8050000-8100000	40.91	135.94	1628	162
XSR	8100000-8150000	41.69	128.32	2023	213
XSR	8150000-8200000	42.07	142.13	3803	222
XSR	8200000-8250000	41.71	134.31	4004	185
XSR	8250000-8300000	43.26	149.82	7632	200
XSR	8300000-8350000	41.64	134.36	1671	221
XSR	8350000-8400000	42.12	130.49	383	209
